commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link,GPT_summary
comment,2024-04-03T14:05:29Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0176,,,Anonymous,Comment from Anonymous,"Banning open model weights will lead to the nightmare you are trying to avoid. Bad actors will always have access to these tools, be they developed here or abroad (AI has made translation trivial, and ask the MPAA how easy it is to stop file sharing). Hampering open source efforts will only result in slower progress and a dangerous consolidation of knowledge/power into the hands of a small number of big corporations. You actively seek to prevent companies that stifle competition because they grow too powerful in their market. Locking down open model weights will put this transformative, world changing technology into very similar hands. They don&#39;t even need to have bad intentions; the mere fact that they are businesses means their interests will not always align with what is best for all citizens. Don&#39;t buy into the doomsday scenarios, listen to the experts. ",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0176,
comment,2024-04-03T14:05:31Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0179,,,Cook,"Comment from Cook, Wes","I believe that encouraging open-source tools and open weight models will be very critical for democratizing AI.<br/><br/>Safety is important, as is a focus on reducing harmful bias.  However there is also a great risk that installing too many hurdles will hurt open-source efforts.  Open-source development are often pivotal in creating technologies and experimenting with new techniques that can push the industry forward.  Much of the technological foundation of our world is built on such open-source efforts, such as the Linux operating system, and most web servers and web browsers.<br/><br/>Enforcing too strict of rules also threatens to give a leg up to the largest companies that have already invested in AI.  They have the resources to overcome most obstacles, but young startups will be greatly slowed down.<br/><br/>It is clear that these tools are going to be integrated into every piece of our lives shortly: writing aids, article summarizers, image generators, and more.  I feel that it would be a much better world if the best models were open-source and available for all to use, rather than owned by a select few tech giants.<br/><br/>Thank you for your time.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0179,
comment,2024-04-03T14:05:33Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0182,,,D,"Comment from D, Greggy","1) Open models allow small businesses to leverage the power of artificial intelligence without paying big money to already huge closed source behemoths. Limiting open source models is bad for small business and bad for innovation.<br/><br/>2) Software is speech, and freedom of speech means that if I produce data, I should be free to release it so long as I am the originator of the code or the coded and model are produced with the understanding of all contributors that the information is freely available. Limiting open source models is an attack on freedom of speech.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0182,
comment,2024-04-03T14:04:00Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0015,,,Anttila,"Comment from Anttila, Peter","Thank you for this opportunity to share industry expertise on the topic. As a security engineer at a top tech company that has worked extensively with AI security and safety questions, the most pressing reason why regulating open weights is bad for the industry and academia is that while regulation would put AI/ML into a more known state insofar as risk is concerned, AI/ML as a field overall is subject to substantial iterative development pressure making most individual software engineering artifacts like model weights obsolete within just a few short years. Since AI/ML is a significant target of research investment in many top economies, regulating these models would significantly hold back the US&#39;s ability to compete in the space of AI/ML since a vast majority of quick improvements to proprietary US developed models are being done currently stem from lessons learned from open source models (e.g. implementing a technique or improvement). Though papers can in theory be read to implement such improvements, in practice the industry has used buzz around new models as a filter for what to pay attention to (arxiv publishes around 100 AI/ML papers per day, far more than anyone can keep up with) and so since countries at this point know that AI/ML is going to be a significant economic advantage to any country that cracks the code on entrenched industry problems with them, the US in self-regulating will lose a massive competitive advantage and likely lose the lead to one of its political or economic rivals if regulation is adopted. Several other nations are moving in the opposite direction entirely (i.e. deregulation, see Japan copyright laws for model training) as a means to secure competitive advantage, and so in my professional opinion, even as someone whose entire job revolves around safety and security, is that what degree of risk AI may pose to us from within from a disruptive model or technology is not at all mitigated by regulation, but instead will likely all but guarantee that an economic or political rival of the US will have the opportunity to obtain this disruptive technology first and by this fact itself also allow a US rival to make use of it from a position of power at the expense of US interests. The largest risk stemming from AI/ML, in short, is that we don&#39;t win the race and get a seat at the winner&#39;s table to dictate what happens to those who didn&#39;t win - the disruption to economies or industries will happen with or without us, as many disruptive open access models today are already mostly funded from non US money.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0015,
comment,2024-04-03T14:04:18Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0047,,,Schmitt,"Comment from Schmitt, Alex","I would like to express my strong support for the protection and preservation of public access to open-source artificial intelligence models, and to outline why I believe this is of critical importance for the safety and benefit of all mankind.<br/><br/>Before I begin, I would like to state clearly that by &quot;open-source&quot;, I mean the release and public availability of AI models, including model weights for download, allowing for independent local hosting, subsequent fine-tuning, and model usage. For example, I would consider Meta&#39;s LLaMA models, and StableAI&#39;s StableDiffusionXL models, as &quot;open-source&quot;, since these models were released publicly for download on HuggingFace, papers were published regarding their architecture and training, and they are widely available for free use, fine-tuning and subsequent modification. Conversely, I would consider OpenAI&#39;s GPT-4 model to be closed-source, since very little technical information has been published, the model weights are not available for download, and the model can effectively only be used through OpenAI&#39;s websites and API endpoints, which generally require payment to OpenAI. <br/><br/>Due to character limits, I will outline several broad reasons why I believe that providing public access and supporting open-source AI is of critical importance, and then I will address a questions from the RFC where possible.  <br/><br/>First, AI is a nascent field, and by stripping the public of access, research in the US will be significantly stifled, causing the US to fall behind other countries that are less restrictive, which could have enormous ramifications for the future of the US economy. For example, the open-source community has made great strides in reducing the compute cost associated with fine-tuning language models and performing inference on consumer hardware through optimizing inference back-ends and developing new methods of quantization. These are huge, significant advances that everyone, including large US tech companies have benefited from. Competition in this space, especially from open-source users, ensures that AI models are developed efficiently and in ways that benefit real individuals, not just massive corporations like OpenAI, Google and Microsoft. <br/><br/>Second, security through obscurity does not work. This has been established in many other areas of technology. For example, many leading encryption algorithms, such as AES, are open-source. The open-source paradigm allows for more rigorous vetting and analysis by a wider audience, which ultimately ensures better outcomes. &quot;Black box&quot; models with no published weights, no technical documentation, and no transparency create huge risks. Companies like OpenAI may align their models to ensure that their outputs are &quot;safe&quot; and politically correct, but its impossible to know what risks may exist in such an opaque system, where training data, alignment processes, and model architecture are completely secret. There may be serious bias problems hidden in these models, or secret combinations of tokens that can be used to jailbreak these models for harmful applications. Limiting open-source ultimately reduces model diversity, exaggerating the biases of the surviving popular models.  <br/><br/>Third, the economic impacts of AI are still hard to fathom, and putting control of AI and AGI in the hands of a few wealthy tech corporations could have disastrous consequences. Without transparency and access to open-source competition, companies seeking to improve operational efficiency by leveraging AI are unable to innovate and re-skill workers to become developers, researchers and users of AI. They are instead forced to simply replace workers with software subscriptions and paid API access to blackbox AI models. This enriches tech companies at the expense of diversity, innovation, and consumer well-being. The NTIA and the US Government should promote democratizing AI by supporting transparent open-source research and ensuring that real individuals benefit from the development of AGI. Offloading this responsibility to for-profit entities like OpenAI and Google is reckless, as those companies have a fiduciary duty to enrich their shareholders, but no true duty to ensure a healthy, functioning society in a post-AGI era. Open-source and closed-source paradigms can exist symbiotically, with each benefiting from the other. Diversity of viewpoints is the ideal, and that requires diverse stakeholders, ranging from Google/OpenAI/Meta to individual developers like kaiokendev. <br/><br/>Q 1c:<br/>&quot;Wide availability&quot; should mean publicly available for download by any interested consumer. Requiring sign-up/request is acceptable. (IE Meta LLaMA)<br/><br/>Q 3: <br/>There are too many benefits to list them all here. Access to open foundational models is critical for efficient research of hundreds of complicated topics, such as alignment, context, fine-tuning and more.<br/><br/>Please, I emplore you to support the transparent open-source paradigm. Empower individuals to innovate for the benefit of all.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0047,
comment,2024-04-03T14:04:44Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0096,,,Anonymous,Comment from Anonymous,"<br/>I am writing to express my strong support for open-source AI models and to address the concerns I have regarding the current trajectory towards closed-source models, like the one embodied by ChatGPT. My advocacy for open-source AI stems from a fundamental belief in the principles of accessibility, transparency, and equity, which I fear are at risk in the rapidly evolving landscape of artificial intelligence.<br/><br/>Open-source models are pivotal in democratizing access to AI technology. By allowing a broad spectrum of individuals and organizations to explore, modify, and improve upon existing code, open-source AI fosters innovation and inclusivity. This openness not only accelerates technological advancement but also ensures that the benefits of AI are shared widely, rather than being monopolized by a few well-resourced entities.<br/><br/>Conversely, closed-source AI models like ChatGPT represent a move towards centralization of knowledge and power. While these models have undoubtedly contributed to significant advancements in AI, they also pose a risk of exacerbating wealth inequality. By restricting access to the underlying algorithms and data, closed-source models create a barrier to entry for smaller players and concentrate the capabilities and profits in the hands of a few large corporations. This not only stifles competition and innovation but also leads to a scenario where the vast majority of economic gains from AI are accrued by those already in positions of strength.<br/><br/>Moreover, closed-source models are often developed with proprietary datasets that are not publicly disclosed, making it difficult to understand, question, or improve upon the decision-making processes of these AI systems. This lack of transparency can lead to biases and unfair practices that perpetuate societal inequalities.<br/><br/>In the spirit of fostering a more equitable and just technological future, I advocate for policies and practices that support the development and use of open-source AI models. Governments, educational institutions, and private sector entities should work collaboratively to create an ecosystem that encourages sharing and innovation, ensuring that the transformative potential of AI is accessible to all.<br/><br/>I urge policymakers, technologists, and business leaders to consider the long-term implications of closed-source AI dominance and to actively promote an open-source paradigm. By doing so, we can mitigate the risks of wealth inequality and work towards a future where AI acts as a lever for positive societal change, rather than a divider.<br/><br/>Thank you for considering my views on this critical issue. I look forward to seeing a global movement towards more open, transparent, and equitable AI development practices.<br/>",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0096,
comment,2024-04-03T14:04:52Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0108,,,Bockelie,"Comment from Bockelie, Aaron","The dialogue around the control and distribution of AI model weights resonates with historical attempts to govern technological access and innovation. Such efforts highlight a perennial challenge: when entities&mdash;be it individuals, organizations, or nation-states&mdash;aim to acquire certain capabilities, they usually find a way to do so, sidestepping legal and regulatory barriers. This is especially pertinent in the sphere of AI, where limitations on model weights might not only impede innovation but also hinder a group&#39;s ability to stay competitive internationally.<br/><br/>Moreover, the push for regulation often reveals underlying agendas, with proponents of restrictions potentially standing to gain financially or politically. This dynamic brings to light concerns about the motivations behind regulatory proposals, suggesting that the pursuit of control might benefit those in positions to influence the narrative, at the expense of broader technological advancement and equity.<br/><br/>This situation calls for a balanced approach to the development and distribution of AI technologies. Instead of imposing blanket restrictions that could stifle progress and equity, fostering an environment that promotes responsible development, ethical use, and equitable access to AI advancements is preferable. Such an approach would encourage transparency and ethical standards, ensuring that the benefits of AI are widely distributed while managing the associated risks collectively.<br/><br/>Remaining vigilant against the potential for regulations to be shaped by those with vested interests, and policies related to AI should not disproportionately favor a select few (through passive technological selection or otherwise), nor should they be influenced unduly by those seeking to gain from the control mechanisms they advocate for. This perspective of scrutinizing the motivations behind regulatory efforts and advocating for openness and collaboration in the AI domain to ensure that technological progress serves the greater good rather than narrow interests.<br/><br/>The discourse on regulating AI model distribution necessitates a nuanced and open understanding of both the practical challenges of controlling technological proliferation and the complexities of the motivations driving these regulatory efforts. By prioritizing ethical development and equitable access over restrictive controls, we can navigate the intricate landscape of AI innovation in a manner that benefits all stakeholders involved.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0108,
comment,2024-04-03T14:05:23Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0164,,,Guijarro,"Comment from Guijarro, Anthony","Meta research has been working hard and spending millions to make weights available to any small to large business that benefits from them. Google has also worked on Kaggle to allow anyone to learn about machine learning for free. Taking a look at competitions hosted on Kaggle you&rsquo;ll see big names like Stanford encouraging users to create algorithms for better study on human health for a prize. Having open weights encourages research in this area and has definitely encouraged me as a student to be interested in learning about neural networks. I know the government is worried about China and AI, so I want to make a comment on the fact that this will remove competition with China. This will cause China to have more power over AI. Trustworthy companies for support on AI safety could possibly be Anthropic and EleutherAI. There are risks with people potentially gathering data to do illegal activities but then we may as well just restrict the internet.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0164,
comment,2024-04-03T14:06:22Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0275,,,Sly,"Comment from Sly, Taylor","<br/><br/>3. What are the benefits of foundation<br/>models with model weights that are<br/>widely available as compared to fully<br/>closed models? <br/><br/>Model weights that are freely available give the public the opportunity to participate in the development of AI. With the weights in the open, tools can be build by everybody that also benefit everybody. By fully closing models, you risk single entities controlling a new powerful technology with no accountability of how those technologies are applies. With open model weights, you automatically get accountability through transparency.<br/><br/>3a. What benefits do open model<br/>weights offer for competition and<br/>innovation, both in the AI marketplace<br/>and in other areas of the economy? In<br/>what ways can open dual-use<br/>foundation models enable or enhance<br/>scientific research, as well as education/<br/>training in computer science and related<br/>fields? <br/><br/>Open model weights allow any company, educational institution, or person to deploy and gain the benefits of AI. Small businesses that would otherwise need to pay large corporations for closed models are able to experiment and test open models to see if AI is the correct strategy for them. Having open models makes the entire business landscape more diverse and competitive which stimulates innovation and progress. Open models gives educational institutions fuel to make progress both in the education of young learners who will inherit a world where AI is commonplace and fuel the highest reaches of academia, even well beyond the scope of computer science. Having open models that are fine tuned to aid in a specific type of research, for instance health and medicine, will allow the benefits to be spread more widely.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0275,
comment,2024-04-03T14:06:22Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0276,,,Yarbro,"Comment from Yarbro, Brad","Concerning the dangers of these models being open source, consider that the dangers must be compared to the baseline dangers of a bad actor simply having access to the internet and a search engine (ex. Google).<br/><br/>There should be more concern with the data used to train these models, rather than just the model weights or parameters.<br/><br/>The competitive moat of these large companies capable of building these models comes from the data they have access to and the amount of compute time necessary to train.<br/><br/>In a recent Wall Street Journal interview with OpenAI&rsquo;s CTO regarding their Sora text-to-video model, she admitted to using publicly available data and licensed data.<br/><br/>Which companies are selling or allowing use of their data to OpenAI?<br/><br/>OpenAI and other companies should be more transparent with their use of data from sources such as Facebook, Instagram, and YouTube.<br/><br/>There could be data leakage and hallucinations as video output that would violate or encroach on United States citizens&rsquo; privacy.<br/><br/>There are many more things to consider, but the more open source competitor models there are, the more accountable OpenAI and other large companies will have to be, with respect to lawmakers and citizens of the United States.<br/><br/>For the risk of sexual content being created by these models, all porn should be banned, which a similar solution could apply to AI models capable of sexually explicit material.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0276,
comment,2024-04-03T14:05:34Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0184,,,Anonymous,Comment from Anonymous,"The risks of models with widely shared weights are similar to the risks of models with private weights. Sophisticated strategies for prompting and combining answers can substitute for fine tuning to a substantial extent, both for avoiding safety controls installed by closed model providers and for boosting model capabilities. While fine tuning is better for some applications, to my knowledge there has been no demonstration that the difference is large for security critical applications, controlling for the amount of effort invested in each. In contrast, there probably are significant differences in the level of risk presented by models whose use is limited to a small number of highly trusted individuals compared to models that can be used by anyone, whether they have open or closed weights. I suspect a regulatory stance that is restrictive towards open weight models and permissive towards closed weight models would embody an inconsistent attitude towards risk.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0184,
comment,2024-04-03T14:05:37Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0190,,,Anonymous,Comment from Anonymous,"Any fair evaluation of the AI landscape, including the domain of open sourcing models, must accept two fundamental truths: 1) the technology is quickly evolving (capabilities doubling in ~1 year) and very new (most algorithms and advanced hardware architecture under 5 years old). No one has deeply studied it, no one has extensive experience with it. Even &quot;experts&quot; have been repeatedly surprised; surveys are unambiguous about this. 2) If we take the creators of this technology seriously about their ambitions and their hopes for AI, it will be an unimaginably impactful technology, for ill or maybe for good. They may of course be wrong about the things they&#39;re creating. Maybe they&#39;ll never work/never amount to much. But THEY SAY the technology will have unprecedented impact. <br/><br/>Given (1), we should be humble and cautious about this technology. This, to me, argues against taking any irrevocable action. Releasing an open model is an irrevocable act. If a dangerous model is open sourced, it can&#39;t ever be taken out of all actors&#39; hands.<br/><br/>Given (2), we should say if the creators are wrong and AI is soon to fizzle or plateau, then restricting the sharing of open source models will have no significant negative effect. If they&#39;re right, and AI is soon capable of super human action, open sourcing could rapidly destabilize the world, and cause incalculable harm.<br/><br/>In short, open sourcing (at least of frontier models) seems to have limited upside and huge downside.<br/><br/>Open sourcers should ideally be restricted, at least until the field is mature enough for a proper cost benefit analysis and for humanity to learn how to tell a dangerous model from a safe one--which we currently don&#39;t even know how to do reliably! If banning open sourcing is impossible, those who do so should be held strictly liable for any harm done by those models. ",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0190,
comment,2024-04-03T14:05:39Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0194,,,Krellenstein,"Comment from Krellenstein, Adam",I&#39;m an engineer and technology executive and I think that releasing model weights should be carefully regulated because modern AIs have potential to cause widespread harm (like many other technologies).,[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0194,
comment,2024-04-03T14:05:43Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0201,,,Kirk,"Comment from Kirk, Quentin ","Open-source weights, or freely available machine learning models, offer several important benefits from scientific, political, and national security perspectives. Here is an argument for why they should remain largely unrestricted in the United States:<br/><br/>Scientific Perspective:<br/>1. Open-source models promote transparency, reproducibility, and collaboration in AI research, enabling scientists to build upon each other&#39;s work and accelerate progress.<br/>2. Unrestricted access to these models allows researchers from diverse backgrounds and institutions to contribute to the field, fostering innovation and diverse perspectives.<br/>3. Open-source models facilitate the development of AI solutions for important scientific challenges, such as disease diagnosis, climate modeling, and space exploration.<br/><br/>Political Perspective:<br/>1. Restricting open-source models could give rise to concerns about censorship and infringement on free speech and academic freedom, which are core values in a democratic society.<br/>2. Open access to these models promotes accountability and public trust by allowing independent audits and scrutiny, ensuring that AI systems are not biased or used for nefarious purposes.<br/>3. Restricting open-source models could put the United States at a disadvantage compared to other nations with more open policies, hampering innovation and economic competitiveness.<br/><br/>National Security Perspective:<br/>1. Open-source models enable researchers and companies to identify and address potential vulnerabilities and security risks associated with AI systems, enhancing overall cybersecurity.<br/>2. Unrestricted access to these models allows for the development of robust defensive mechanisms against adversarial attacks and the misuse of AI technologies by malicious actors.<br/>3. Open-source models can be leveraged to develop AI solutions for national security applications, such as intelligence analysis, cybersecurity, and defense systems, without relying solely on proprietary models controlled by a few entities.<br/><br/>While it is essential to address legitimate concerns regarding the potential misuse of AI technologies, overly restrictive policies on open-source models could stifle innovation, undermine scientific progress, and compromise the United States&#39; leadership in the field of AI. A balanced approach that promotes responsible development and use of AI while preserving the benefits of open-source models is crucial for maintaining a competitive edge in AI and ensuring national security.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0201,
comment,2024-04-03T14:06:18Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0267,,,Anonymous,Comment from Anonymous,"My own two cents, written in the bullet-point comparison format:<br/><br/>Pros of open model weights:<br/> - Freedom from the rules and whims of any individual, group or organisation, with the end user being able to fine-tune the model for themselves in a way that can allow them access to greater range of potential applications. The Gemini incident showed us that open models can be also used to bypass corporate censorship, be it advertent or not;<br/> - A release of a model with a permissive license can be thought of as setting up a &quot;floor&quot; on the capability level, increasing overall quality of services the market can provide;<br/> - Some applications can be made available only with open models, like the possibility of finetuning the model on everything one ever wrote or spoken (avoiding big problems with privacy otherwise), which can then be used for creating a &quot;digital copy&quot; of you that knows you extremely well and can be much more targeted in its potential help (you can count this as &quot;empowering individuals&quot; too). I haven&#39;t seen using or abusing this on any significant scale so far;<br/>- Increase of academical research speed, with an ability to directly evaluate and modify weights instead of treating them as a &quot;black box&quot; (more than they usually are);<br/><br/>Contras of open model weights:<br/> - Current open models are too dumb to cause any real, serious harm to humanity beyond (familiar and thus possible to adjust and defend from) misinformation campaigns and automated scam attempts, but it sets up a dangerous precedent - if we will continue to opensource models of basically equal capability as state-of-the-art with ~ 1.5 - 2 year lag, eventually we will open-source a model that can be used to e.g. assist in or fully automate bioweapon or malware creation, ultimately culminating in existential risk. I&#39;d generally like to have more public discussion (and of better quality) on existential risks from AGI;<br/> - By allowing open models, competing&amp;unfriendly to US states and non-state groups can just use those models instead of trying to set up their own much more expensive training-from-scratch infrastructure (as compared to finetune and inference compute);<br/> - You cannot recall open weights. Same as with any piece of software that is wanted by someone and (possibly illegally) available on the web, determined people will pirate the weights and still be able to use them;<br/> - As mentioned in the document, you can use the research on open models to mount an attack against closed ones.<br/><br/>From my limited experience, open models are currently used (besides academic research) mostly in lightweight small-scale applications, as local coding assistants and as local roleplay partners (the latter is at least half about nsfw). My own estimation is that besides private exchanges/roleplay use cases, open models are currently lagging behind SotA (as defined by claude 3 opus, gpt-4 and gemini ultra, but not free chatgpt) about 1.5 years or so, but this can change at any moment.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0267,
comment,2024-04-03T14:04:18Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0048,,,Trammell,"Comment from Trammell, Brandon",Banning open ai models will set the US back extremely in the technology race moving forward if citizens can not collaborate on ai models openly. Some of the biggest changes in the tech industry have from open source projects where any person with a passion can help contribute to moving that project forward. This will not stop the progress of ai it will just move potential businesses out of the US.,[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0048,
comment,2024-04-03T14:04:20Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0052,,,Miller,"Comment from Miller, Paul","I&#39;ve been a software engineer for almost 15 years now, currently Director of UI Engineering. I play around with neural networks and their applications in my spare time. This open model weights proposition would effectively halt that hobby, stymie development and technological progress, and put us behind our adversaries in these incredibly crucial technological advancements. It will also create a barrier of entry for new AI technology-based businesses to compete, ultimately giving the first-to-marketing businesses a huge advantage and locking in their market positions.<br/><br/>I believe that we should not be seeking to regulate this technology so much as we should seek enforcement for misuse of it. Set guidelines, or ultimately laws, for what is and is not okay to use AI for and go after those who break those rules.<br/><br/>The train has already left the station. When it comes down to it, AI development is not going to stop. If we don&#39;t do it, another country will. Those same models will find their way to users in the United States regardless of these regulations. I&#39;d much rather we lead the way rather than cede the most important technological advances in decades to other countries.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0052,
comment,2024-04-03T14:04:21Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0054,,,Anonymous,Comment from Anonymous,"Banning open weight models would basically cement the power of corporations over individual people. AIs are going to get more and more important in many different areas of life, and if people aren&#39;t allowed to own them locally on their own devices, then a large part of their lives would be literally owned by corporations.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0054,
comment,2024-04-03T14:04:09Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0031,,,Anonymous,Comment from Anonymous,"Prohibiting the full and open release of large machine learning models will effectively halt the scientific progress in this area, which is largely build on open research. Big AI companies try to use the fear we get from fiction regarding the topic to initiate regulations that hinder open approaches and help their short ther profits. If we look back to the release of GPT2 a few years ago, open air stated the the model was too dangerous to be released, which is quite ridiculous from today&#39;s perspective. It seems to be the case that they use the fear also for marketing purposes to gain publicity. Also people might use all kinds of tools for bad purposes. And nobody would ban e.g. Photoshop even though it is a photo manipulation software. Analog to the weapon legislation, where many people state that guns do not kill people, people kill people, it&#39;s not the tool that&#39;s inherently bad even if people might use it for e.g. illegal purposes. Also nobody would ban a hammer, which is a very useful tool only because you can hurt somebody with it. Same thing for a car. A car can be a weapon in the wrong hands, but nobody would doubt it&#39;s usefulness in many situations. Sometimes we need to trust in the people. These tools make certain things easier, which accelerates productiv tasks, but it also can e.g. the number of hate comments one might write in a given time. This being said if we look at it as a tool and not with the lens that fiction and the buzzword apply to us many of these regulations seem ridiculous.<br/><br/>I am a researcher in the field of machine learning for some time and am quite concerned that good intended regulation might shut down the open research of universities and individuals.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0031,
comment,2024-04-03T14:05:49Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0212,,,Rabe,"Comment from Rabe, Brandon","As AI technology grows in both power and popularity, the question of regulation is a natural one.  However, as an information technology, any attempt to restrict the production and distribution of AI models is ultimately an attempt to restrict and control the sharing of information.  These models are only ones and zeros on a hard drive, and can be freely shared infinitely by anyone with access to a computer and the internet. Restricting these models based on any quantitative factor such as file size, training computation, or distribution scale, is like trying to cut the head from a hydra. The technology can easily be redesigned to morph around these limitations, maintaining the constant pace of evolution while still fitting within the letter of the law. Reactive adjustments to the law will always be a step behind the cutting edge of the machine learning community.<br/><br/>I believe that such quantitative restrictions miss the mark, and will not truly provide the safety that regulation seeks to ensure.  The raw size, power, and distribution of a model are not what make it inherently dangerous. The information that a model is trained on is the primary determining factor in how a model will behave. For example, a model that is trained on a dataset that includes instructions on the production of dangerous weapons, or other nefarious acts such as hacking and scamming, will be a dangerous model. This is true regardless of model size and intelligence; even a relatively small model that isn&rsquo;t powerful or state-of-the-art can be dangerous when trained in such a way. Conversely, a very large and powerful model that has been trained on a well curated dataset, with careful attention paid to remove &ldquo;dangerous&rdquo; instructional information, will not be a dangerous model.<br/><br/>As training datasets are often hundreds of billions of words long, any attempt to regulate the content of training datasets seems to be a fool&rsquo;s errand. As technology progresses, the computational and skill requirements will continue to decrease, and the ability to train machine learning models will become easier to the point of triviality. Eventually anyone will be able to train their own models at home. We are already to the point that skilled programmers can do this right now. AI models cannot realistically be regulated by limiting their size, computational power, or distribution, and any attempt to do so will only retard the growth of the USA as this revolutionary technology changes the world around us.<br/>Models can only be judged and regulated after the fact, based on their actions. If a user of a specific model has been shown to cause illegal harm with a model, then they can be punished or sanctioned within the framework of our existing law, based on the crimes that they have committed. Then once the model has been demonstrated to be dangerous, it can be regulated on a case by case basis. Restricting models before they have been produced, based on arbitrary quantitative limits to size, power, and distribution, will only restrict the technological development of the country, without providing any real additional safety.<br/><br/>In conclusion, while the impulse to regulate AI models is understandable given their increasing power and potential for misuse, the proposed regulations based on quantitative factors such as size, computational power, and distribution are misguided. These restrictions would be ineffective in practice, easy to circumvent, and would only serve to hinder the United States&#39; progress in this transformative field. Instead, we should focus on promoting responsible AI development practices, particularly in the curation of training datasets, and address harmful applications of AI models through our existing legal framework on a case-by-case basis. By taking a more targeted and adaptive approach to AI regulation, we can foster innovation while still protecting society from the potential risks of this technology. Preemptive quantitative restrictions, however well-intentioned, are not the answer.<br/>",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0212,
